C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\center_2021_01_21_17_01_53_836.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\left_2021_01_21_17_01_53_836.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\right_2021_01_21_17_01_53_836.jpg, 0, 0, 0, 8.140731E-05
C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\center_2021_01_21_17_01_53_938.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\left_2021_01_21_17_01_53_938.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\right_2021_01_21_17_01_53_938.jpg, 0, 0, 0, 8.15802E-05
C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\center_2021_01_21_17_01_54_042.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\left_2021_01_21_17_01_54_042.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\right_2021_01_21_17_01_54_042.jpg, 0, 0, 0, 8.126802E-05
C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\center_2021_01_21_17_01_54_143.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\left_2021_01_21_17_01_54_143.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\right_2021_01_21_17_01_54_143.jpg, 0, 0, 0, 8.141638E-05
C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\center_2021_01_21_17_01_54_248.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\left_2021_01_21_17_01_54_248.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\right_2021_01_21_17_01_54_248.jpg, 0, 0, 0, 7.819176E-05
C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\center_2021_01_21_17_01_54_350.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\left_2021_01_21_17_01_54_350.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\right_2021_01_21_17_01_54_350.jpg, 0, 0, 0, 7.953666E-05
C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\center_2021_01_21_17_01_54_459.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\left_2021_01_21_17_01_54_459.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\right_2021_01_21_17_01_54_459.jpg, 0, 0, 0, 7.798924E-05
C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\center_2021_01_21_17_01_54_563.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\left_2021_01_21_17_01_54_563.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\right_2021_01_21_17_01_54_563.jpg, 0, 0, 0, 7.891766E-05
C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\center_2021_01_21_17_01_54_671.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\left_2021_01_21_17_01_54_671.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\right_2021_01_21_17_01_54_671.jpg, 0, 0, 0, 7.822214E-05
C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\center_2021_01_21_17_01_54_777.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\left_2021_01_21_17_01_54_777.jpg, C:\Documents\Udemy\CompleteSelfDriving\FinalProject\Data\IMG\right_2021_01_21_17_01_54_777.jpg, 0, 0, 0, 8.024009E-05
